ID,Industry code,Job title,ISCO-08 - Major,ISCO-08 - Minor,Years of experience,"Digital technology is an umbrella term for mobile, internet and computer-based products and solutions",Digital technology reduces the amount of time required to perform an action,Digital technology is about transferring data from one electronic device to the other,Digital Technology is everything electronic,Digital technology enables knowledge sharing across organisations.,Accounting/ financial management,"Make Bookings (Travel bookings, scheduling meetings, venue booking etc.)",Emailing,Making audio or video calls,Marketing,Printing and scanning,Designing,"Monitoring  (e.g. employees, production, security etc)",Research and development,Training,Filing,US12OTHERS,"The ability to manage and monitor my team, activities, projects etc., whilst not being physically presen",Improved communication tools,Ability to enhance the capacity to perform my job,Ability to do different tasks at once (Multi-tasking),Limited usage of paper (Paperless processes),Less time needed to perform my duties (Time-efficiency),Reduced workload,Improved safety of data,Easy access to content,Stock counting,Cost saving,Improved Customer interactions,Digital technology involves higher costs,"The instability of digital systems (systems going down, load shedding etc.)",Lack of human interactions,The threat of possible retrenchment,Adjusting to and learning new digital technology,Lack of required digital skills,Digital fraud and scamming,Lack of digital upgrade,Lack of required devices,Unavailability of data,"Management (CEOs, Directors, Managers, Supervisors etc.)",IT Department,Communication Department/ Marketing Department,Project coordinators,External stakeholders,Fellow colleagues,No-one,No idea,System Auditor,State-of-the art printers and scanners. Needed,Business WhatsApp. Needed,Hi-tech telephone. Needed,Faster computers and tablets. Needed,Digital filing. Needed,Mobile Applications.Needed,Block chain technology. Needed,Reliable internet. Needed,Smart boards. Needed,Software and web applications. Needed,Automated equipment. Needed,Voice over Internet protocol (VOIP). Needed,Video conferencing applications. Needed,Artificial intelligence. Needed,Faster Wi-Fi connection,Ultra-modern equipment (Upgrade current digital equipment/s),Artificial Intelligence,Internet of Things (IoT),Robots,Scanners,Tracking systems,Voice over internet protocol,No idea 2,"Ability to quickly learn new software (MS packages, accounting packages, designing packages etc.)",Computer literacy,Machine learning,Digital marketing,Artificial Intelligence 2,Developing a Website,The ability to use and understand digital media,My knowledge of digital technologies boosts my confidence,The digital skills that I have acquired open doors to more job opportunities,The usage of digital technologies makes me more knowledgeable,"With the usage of digital technology, I am now able to innovate at work",How much value does the knowledge of digital technology add to your qualification?,High school,In-house training,Peer-learning,Self-taught,Short courses,Tertiary education,Previous work experience,External training/workshops,I have No digital skills.,My organisation supports digital technology usage through accredited training (officially recognized or authorized),Digital technology is promoted through inhouse training in my organisation,My organisation does not have a support system to enhance digital skills,My organisation encourages self-development of staff when it comes to digital technology,Digital skills in my organisation are promoted through external training (trainings conducted outside the organisation),My organisation encourages the staff to acquire digital skills through online training,The use of digital technology exposes to potential financial loss.,The probability of data loss is higher when using digital technology,The possibility of getting scammed and robbed is higher when using digital technology,"Compared to traditional tools such as pen and paper, using digital technology creates more doubts",It takes too much time to learn how to use new digital technology than using traditional tools.,Digital technology is likely to cause me to lose control over the privacy of my personal data,The usage of digital technologies in the workplace is a waste of time,I am NOT interested in using digital skills in my workplace,I don’t see any additional value in using digital technology,The usage of digital technology is too complicated for me,"I can still use my traditional tools, there is no real need for digital technologies",Digital technologies limit my capacity as a human because everything is provided by machines,What is your gender?,What is your year of birth?,What is your highest education level (Only indicate the highest)?,Which racial group do you belong to?,How long have you been in the organisation?,Approximately how many employees work in your organisation?,AGE,understanding
56,I,waitress,Service and sales workers,Personal service workers,2 Months,1,1,1,-1,1,6,6,6,6,6,6,6,6,6,4,6,#NULL!,8,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,1,5,8,9,1,10,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,4,5,3,0,1,1,1,1,1,0,0,0,0,3,2,4,2,3,2,2,5,5,2,2,5,2,3,2,1,3,5,2,1998,3,3,2 months,30,21,3.00
57,I,Cook,Service and sales workers,Personal service workers,11,1,1,1,-1,1,6,6,6,6,6,6,6,6,6,6,6,#NULL!,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,4,1,3,3,3,3,3,3,1,1985,3,1,2,16,34,3.00
58,I,Employee,Other,Employee,2,1,-1,1,-1,1,5,4,5,6,5,5,6,5,5,5,5,#NULL!,10,10,7,10,6,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,10,7,10,7,6,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,2,2,1,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,5,5,4,5,4,1,1,1,1,0,0,0,0,0,5,5,1,4,1,1,3,2,3,1,1,5,1,1,1,1,1,5,1,2000,3,1,1,13,19,1.00
59,I,Debtors Clerk,Clerical support workers,Numerical and material recording clerks,6,1,1,1,-1,1,5,4,5,4,5,5,4,5,5,5,4,#NULL!,10,9,8,10,10,10,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,9,8,9,10,9,9,#NULL!,#NULL!,#NULL!,1,0,1,0,0,1,0,0,1,0,1,0,1,1,2,2,0,1,2,0,0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,4,5,4,4,3,0,0,0,0,0,1,1,0,0,4,4,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,4,2,1988,5,1,2,10,31,3.00
133,I,Front Line Officer,Clerical support workers,Customer services clerks,3,1,1,1,-1,1,5,6,4,5,4,4,6,4,4,4,3,#NULL!,10,10,10,8,9,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,7,8,9,5,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,5,5,5,5,4,1,1,0,1,0,1,1,0,0,4,4,1,4,1,4,4,3,4,3,1,3,1,1,1,1,1,4,1,1983,4,1,2 Months,16,36,3.00
143,I,systems auditor,Professionals,Business and administration professionals,10.0,1,1,1,-1,1,1,2,2,3,1,4,4,5,5,1,2,#NULL!,10,10,10,7,8,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,4,6,4,4,3,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,1,1,2,1,0,1,1,1,1,2,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,4,5,5,4,4,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,4,4,2,4,4,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1977,6,2,7,100,42,3.00
150,I,Debtors Clerk,Clerical support workers,Numerical and material recording clerks,5.0,1,1,1,-1,1,4,3,5,6,4,4,6,4,1,6,1,#NULL!,1,7,8,8,8,9,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,4,7,5,5,8,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,0,2,0,1,0,0,2,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,3,3,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,3,3,3,1,3,3,4,3,3,3,3,3,2,2,2,3,2,1984,4,2,11,145,35,3.00
158,I,Finance Admin,Clerical support workers,Numerical and material recording clerks,5.0,1,1,1,-1,1,5,3,5,2,2,5,2,1,2,4,2,#NULL!,7,9,10,10,9,7,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,7,9,8,8,8,7,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,0,1,1,2,0,0,1,0,0,0,1,2,0,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,1,1,1,1,#NULL!,#NULL!,1,4,4,5,4,0,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,5,2,4,4,4,3,4,4,3,2,2,1,1,1,1,2,2,2,1975,3,2,2,100,44,3.00
191,I,Tables dealer,Other,Tables dealer,2.0,1,1,-1,0,1,5,4,4,5,2,5,4,5,5,5,5,#NULL!,8,9,5,8,8,9,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,7,1,1,7,1,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,#NULL!,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,#NULL!,1,1,1,1,1,1,#NULL!,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,1,1986,4,1,2,500,33,2.00
197,I,Deli specialist,Service and sales workers,Personal service workers,2.0,1,1,1,-1,1,2,1,2,2,2,2,2,4,1,2,2,#NULL!,8,9,9,10,5,7,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,6,7,6,6,7,5,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,3,5,5,4,4,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,4,4,4,4,5,2,3,4,4,5,4,4,1,1,2,3,1,2,2,1989,3,1,2,23,30,3.00
110,J,Developer,Professionals,Information and communications technology professionals,3,1,1,1,-1,1,5,1,5,5,2,5,2,5,5,5,2,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,9,9,10,5,10,#NULL!,#NULL!,#NULL!,1,1,0,0,0,0,0,0,0,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,5,5,5,5,4,0,0,1,1,0,1,1,0,0,4,4,1,4,1,5,1,2,2,1,2,2,1,1,1,1,1,1,1,1994,4,1,1,60,25,3.00
111,J,Office / Financial Admin,Clerical support workers,Numerical and material recording clerks,6,1,1,1,-1,1,5,5,5,5,4,5,5,5,4,4,4,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,8,10,9,10,5,2,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,5,5,5,5,4,0,1,1,1,1,1,1,1,0,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,2,1981,4,1,6,150,38,3.00
112,J,Sales Consultant,Service and sales workers,Sales workers,2,1,1,1,-1,1,5,5,5,5,5,5,5,5,4,5,4,#NULL!,1,5,7,10,1,4,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,10,5,10,1,10,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,5,3,5,5,4,1,0,0,1,0,1,1,0,0,5,5,1,1,1,1,5,5,5,1,1,5,1,1,1,1,1,5,1,1993,3,1,2 Weeks,7,26,3.00
113,J,Reporter,Professionals,"Legal, social and cultural professionals",4,1,1,1,-1,1,1,2,5,5,1,4,2,3,5,2,5,#NULL!,10,10,8,10,8,4,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,6,2,10,10,7,4,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,4,4,4,4,1,1,0,1,1,1,1,1,0,5,5,1,3,3,1,1,1,5,3,1,4,1,1,1,1,1,1,1,1992,4,1,4,250,27,3.00
114,J,Reporter,Professionals,"Legal, social and cultural professionals",3,1,1,1,-1,1,4,5,5,5,5,5,5,5,5,5,5,#NULL!,8,10,10,8,7,7,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,2,10,10,10,10,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,3,5,5,5,4,1,1,1,1,1,1,1,1,0,5,4,1,5,3,5,2,5,5,5,3,1,1,1,1,1,1,1,1,1990,6,1,3,50,29,3.00
115,J,Photographer,Technicians and associate professionals,"Legal, social, cultural and related associate professionals",3,1,1,1,-1,1,5,4,5,5,5,3,3,4,5,4,5,#NULL!,8,9,10,10,7,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,5,4,10,10,6,10,#NULL!,#NULL!,#NULL!,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,5,5,5,3,1,0,0,1,0,1,0,0,0,4,3,1,4,5,5,3,1,1,2,1,4,1,1,1,1,3,1,1,1995,4,1,3,50,24,3.00
116,J,Sales Man,Service and sales workers,Sales workers,2,1,1,1,0,1,4,2,5,5,3,5,2,4,3,5,5,#NULL!,8,8,10,10,9,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,10,9,10,8,8,10,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,4,5,5,4,3,1,0,0,1,0,1,0,0,0,4,3,2,5,5,5,3,4,2,4,2,4,2,1,2,2,2,4,1,1996,4,1,2,5,23,4.00
117,J,Sales Consultant,Service and sales workers,Sales workers,2,1,1,1,-1,1,5,5,5,5,4,5,5,4,5,5,5,#NULL!,10,10,10,10,8,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,2,8,10,9,10,10,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,0,0,2,1,2,2,2,0,0,1,2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,5,5,5,5,4,1,0,0,1,0,1,1,0,0,4,5,1,4,3,3,3,3,5,3,3,4,1,1,1,1,1,3,2,1992,5,1,1,8,27,3.00
118,J,Sales Consultant,Service and sales workers,Sales workers,1,1,-1,1,0,1,1,4,4,5,1,1,1,1,4,4,1,#NULL!,6,1,10,10,10,10,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,1,10,1,1,10,10,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,5,5,5,4,0,0,0,0,0,0,1,0,0,4,5,1,5,1,5,1,5,5,1,2,4,1,3,2,1,1,2,2,1998,3,3,1,8,21,2.00
119,J,Sales Consultant,Service and sales workers,Sales workers,0.5,1,1,1,-1,-1,5,4,5,5,3,5,1,4,1,2,1,#NULL!,10,10,7,5,2,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,10,10,4,9,8,#NULL!,#NULL!,#NULL!,1,1,1,0,0,0,0,0,0,2,0,1,2,2,2,2,2,0,2,2,1,2,2,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,3,3,4,2,#NULL!,1,0,1,1,1,0,0,0,0,3,4,2,2,2,3,3,2,5,3,3,5,2,1,2,2,2,4,1,1997,3,1,0.5,8,22,1.00
120,J,Consultant,Technicians and associate professionals,Business and administration associate professionals,10,1,1,1,-1,1,1,6,5,5,3,5,6,6,5,5,6,#NULL!,1,8,10,9,5,10,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,9,1,10,9,2,2,#NULL!,#NULL!,#NULL!,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,3,0,1,0,0,0,0,0,1,0,5,4,1,1,4,4,1,1,3,1,1,2,2,1,1,1,2,2,2,1980,3,1,10,7,39,3.00
121,J,Consultant,Technicians and associate professionals,Business and administration associate professionals,15,1,1,-1,-1,1,4,4,5,5,4,5,4,5,3,4,2,#NULL!,8,10,8,8,10,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,8,6,8,7,7,6,#NULL!,#NULL!,#NULL!,1,1,1,0,1,1,0,0,0,2,2,0,2,0,2,0,2,0,2,2,0,0,2,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,4,5,5,4,4,1,1,1,1,1,0,1,1,0,4,4,1,5,3,4,2,3,4,3,2,2,1,1,1,1,1,1,2,1989,4,4,2,8,30,1.00
122,J,Sales Consultant,Service and sales workers,Sales workers,18,1,-1,1,-1,1,5,4,5,5,4,4,5,3,4,3,2,#NULL!,10,4,7,10,10,5,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,8,8,10,9,4,10,#NULL!,#NULL!,#NULL!,1,1,1,0,1,0,0,0,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,5,4,4,4,4,1,0,0,0,0,0,1,1,0,3,3,2,2,4,4,2,3,4,3,2,2,1,1,1,1,1,2,1,1997,5,1,1.5,15,22,1.00
123,J,Consultant,Technicians and associate professionals,Business and administration associate professionals,1,1,1,1,-1,-1,4,1,5,5,1,5,1,1,5,5,5,#NULL!,1,10,10,10,1,1,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,1,1,1,10,1,10,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,0,0,2,2,0,2,2,2,2,2,2,0,2,2,2,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,3,4,4,4,3,1,0,1,0,1,0,1,1,0,3,2,3,3,3,3,4,2,4,5,5,3,2,2,2,2,2,2,2,2000,3,3,1,6,19,1.00
161,J,Intern,Other,Intern,2.0,1,1,1,-1,1,4,4,5,5,4,5,5,4,5,2,5,#NULL!,5,10,7,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,5,7,4,10,10,7,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,1,1,1,#NULL!,1,1,1,1,1,1,1,5,5,5,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,5,5,1,5,5,4,2,3,5,3,2,2,1,1,1,1,1,2,2,1988,4,1,2,1000,31,3.00
170,J,Advertising assistant,Technicians and associate professionals,Business and administration associate professionals,3.0,1,1,-1,-1,1,5,2,5,3,4,5,5,6,6,5,5,#NULL!,10,9,10,9,10,10,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,2,2,10,8,10,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,2,1,1,0,0,1,0,1,2,2,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,4,4,5,4,4,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,4,3,2,2,2,3,4,4,2,4,1,1,1,2,1,1,2,1989,3,4,,#NULL!,30,1.00
172,J,Traffic coodinator,Technicians and associate professionals,Business and administration associate professionals,1.0,1,1,1,-1,1,5,5,5,5,5,5,5,5,5,5,4,#NULL!,7,7,7,6,9,9,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,8,5,8,8,8,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,#NULL!,1,1,1,#NULL!,1,1,1,1,1,1,1,5,4,5,3,4,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,2,4,4,4,3,4,4,3,2,5,2,1,1,2,3,4,2,1997,4,1,1,95,22,3.00
174,J,promoter,Technicians and associate professionals,promoter,2.0,1,1,1,-1,1,2,2,1,1,1,1,1,1,1,1,1,#NULL!,10,10,10,7,5,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,4,6,6,5,3,3,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,3,3,3,4,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1991,3,1,2,550,28,3.00
178,J,Data Administrator,Technicians and associate professionals,Information and communications technicians,4.0,1,1,1,-1,1,2,2,5,3,4,5,1,4,3,2,5,#NULL!,3,2,3,6,8,2,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,7,7,3,5,7,6,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,2,2,2,2,0,1,2,1,1,0,0,0,1,1,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,1,#NULL!,#NULL!,1,4,4,4,4,4,1,1,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,3,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,1982,3,2,2,12,37,3.00
184,J,Receptionist,Clerical support workers,Customer services clerks,2.0,1,1,1,0,1,4,5,5,5,5,5,4,4,4,4,4,#NULL!,7,8,9,10,10,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,5,7,9,7,5,5,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,4,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,3,4,2,3,2,4,4,2,2,3,2,1,1,1,1,2,1,1993,4,1,5,20,26,4.00
185,J,Manager,Managers,Administrative and commercial managers,11.0,1,1,1,-1,1,5,5,4,3,2,5,5,5,4,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,3,7,2,3,6,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,#NULL!,1,#NULL!,1,1,1,#NULL!,1,1,1,1,#NULL!,1,1,5,5,5,5,4,1,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,5,5,2,4,4,4,3,3,1,1,2,2,1,1,1,2,2,2,1,1979,6,1,11,275,40,3.00
194,J,Graphic Designer,Professionals,Science and engineering professionals,5.0,1,1,-1,0,1,1,3,5,5,4,5,4,5,5,3,4,#NULL!,10,6,9,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,4,8,9,8,10,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,0,2,2,2,2,2,2,1,2,1,2,2,2,0,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,1,1,#NULL!,1,#NULL!,1,1,4,5,4,4,4,1,1,1,#NULL!,1,1,1,1,#NULL!,2,1,3,4,1,4,3,4,4,2,3,4,1,1,1,1,1,1,2,1989,4,5,5,90,30,2.00
203,J,Computer technician,Technicians and associate professionals,Information and communications technicians,4.0,1,1,1,-1,1,5,4,5,5,5,5,3,5,5,4,5,#NULL!,10,10,9,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,10,7,8,9,10,7,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,2,0,1,1,2,1,1,1,0,1,1,#NULL!,1,#NULL!,1,1,1,#NULL!,1,1,1,1,#NULL!,#NULL!,1,5,5,5,5,4,1,#NULL!,1,1,#NULL!,1,1,1,#NULL!,5,5,5,5,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1993,4,1,4,20,26,3.00
207,J,Principal Solutions Architect,Professionals,Business and administration professionals,30.0,1,-1,-1,-1,1,3,5,5,5,1,5,4,5,4,3,4,#NULL!,7,9,9,6,8,8,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,7,7,8,5,9,9,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,#NULL!,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,1,1,#NULL!,1,1,#NULL!,4,4,3,4,3,1,#NULL!,1,1,1,1,1,1,#NULL!,5,5,1,4,3,4,4,5,4,3,2,4,1,1,1,1,2,1,1,1968,6,2,21,10100,51,1.00
34,K,Local Market Sales & Service Manager,Managers,Administrative and commercial managers,10,1,1,-1,0,1,4,4,5,5,4,5,2,4,4,4,4,#NULL!,7,8,8,8,10,9,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,6,7,8,6,7,10,#NULL!,#NULL!,#NULL!,1,1,1,1,0,1,0,0,0,1,1,1,1,2,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,5,5,5,5,4,1,1,1,1,1,1,1,1,0,5,5,1,5,5,5,4,4,5,2,2,4,1,1,1,1,1,1,1,1988,5,4,6,26,31,2.00
35,K,Consultant,Technicians and associate professionals,Business and administration associate professionals,1,1,1,1,-1,1,4,5,5,3,1,5,3,6,5,5,2,#NULL!,3,8,10,8,3,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,10,5,5,8,5,8,#NULL!,#NULL!,#NULL!,1,1,1,0,0,0,0,0,0,1,0,1,1,2,0,2,1,2,1,2,2,2,2,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,4,4,5,5,2,0,1,1,0,1,1,1,1,0,5,5,1,5,5,4,3,4,4,2,3,3,1,1,1,2,1,1,1,1992,5,1,3,6000,27,3.00
